,Nameabv,Name_long,Date,Title,Sen_len,Dialogue,Compound,neg,neu,pos,Textblob_Polarity,Textblob_Subjectivity,difference
10653,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,The first part is to get rid of almost everything that we've done for the American public in the last 3 years.,0.0,0.0,1.0,0.0,0.0625,0.11666666666666665,-0.0625
10276,JCa,Jimmy Carter,28-Oct-80,Debate with Ronald Reagan,309,Now we have two major carrier task forces.,0.0,0.0,1.0,0.0,0.0625,0.5,-0.0625
13964,RMN,Richard M. Nixon,03-Nov-69, Address to the Nation on the War in Vietnam,222,We have indicated that we are willing to discuss the proposals that have been put forth by the other side.,0.0,0.0,1.0,0.0,0.0625,0.5625,-0.0625
104,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,"Already, weÕve funded over 20,000 projects, including at major airports from Boston to Atlanta to Portland.",0.0,0.0,1.0,0.0,0.0625,0.5,-0.0625
12971,RMN,Richard M. Nixon,29-Apr-74,Address to the Nation on Presidential Tape Recordings,178,"It turned out that they were connected with my reelection committee, and the Watergate break-in became a major issue in the campaign.",0.0,0.0,1.0,0.0,0.0625,0.5,-0.0625
12101,GFo,Gerald Ford,19-Jan-76,State of the Union Address,274,My tax proposals are a major step in that direction.,0.0,0.0,1.0,0.0,0.0625,0.5,-0.0625
13470,RMN,Richard M. Nixon,20-Jan-72,State of the Union Address,172,This second session of the 92nd Congress already has before it more than 90 major administration proposals which still await action.,0.1027,0.0,0.935,0.065,0.165625,0.275,-0.062925
12838,GFo,Gerald Ford,15-Jan-75,State of the Union Address,223,"Unfortunately, in the short term there are only a limited number of actions which can increase domestic supply.",-0.1779,0.206,0.622,0.172,-0.11428571428571428,0.5085714285714286,-0.06361428571428572
13029,RMN,Richard M. Nixon,29-Apr-74,Address to the Nation on Presidential Tape Recordings,178,"In reading the raw transcripts of these conversations, I believe it will be more readily apparent why that principle is essential and must be maintained in the future.",0.0,0.0,1.0,0.0,0.06384615384615384,0.3473076923076923,-0.06384615384615384
9323,RRe,Ronald Reagan,23-Aug-84,Republican National Convention,293,And we didn't set a weathervane on top of the Golden Gate Bridge before we started talking about the American family.,0.2023,0.0,0.913,0.087,0.26666666666666666,0.3333333333333333,-0.06436666666666666
4113,BKO,Barack Obama,22-Mar-16,Remarks to the People of Cuba,260,"The blue waters beneath Air Force One once carried American battleships to this island -- to liberate, but also to exert control over Cuba.",-0.0644,0.052,0.948,0.0,0.0,0.05,-0.0644
3474,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,"But if you were listening to todayÕs political debate, you might wonder where this strain of anti-intellectualism came from.",-0.0644,0.065,0.935,0.0,0.0,0.1,-0.0644
11439,JCa,Jimmy Carter,09-Mar-77,Remarks at President Carter's Press Conference,277,"Well, you added a great deal to what I said.",0.7351,0.0,0.492,0.508,0.8,0.75,-0.06490000000000007
14598,LBJ,Lyndon B. Johnson,14-Jan-69,State of the Union Address,285,But a great deal of what we have committed needs additional funding to become a tangible realization.,0.7351,0.0,0.677,0.323,0.8,0.75,-0.06490000000000007
14399,LBJ,Lyndon B. Johnson,14-Jan-69,State of the Union Address,285,But a great deal of what we have committed needs additional funding to become a tangible realization.,0.7351,0.0,0.677,0.323,0.8,0.75,-0.06490000000000007
8174,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"I know you must be very busy this week, studying and taking your final examinations.",0.0,0.0,1.0,0.0,0.065,0.6950000000000001,-0.065
8424,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,And then Roosevelt ran the four timesÑdied very early in his fourth term.,0.0,0.0,1.0,0.0,0.065,0.195,-0.065
17033,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,"And when you do badly, all suffer.",-0.765,0.569,0.431,0.0,-0.6999999999999998,0.6666666666666666,-0.06500000000000017
472,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,We spent months building a coalition of other freedom-loving nations from Europe and the Americas to Asia and Africa to confront Putin.,-0.1779,0.078,0.922,0.0,-0.1125,0.2375,-0.0654
7777,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,"You see, despite all of George Washington's warnings about the divisiveness of the partisan spirit, Federalists and Republicans were constantly at each other in those days.",-0.128,0.079,0.86,0.061,-0.0625,0.35416666666666663,-0.0655
7982,RRe,Ronald Reagan,26-Sep-88,Address to the United Nations,192,"So, too, in the highlands and coastal cities of southern AfricaÑplaces of civil war, places of occupation by foreign troopsÑtalk of peace is heard, peace for the tortured nation of Angola.",-0.128,0.181,0.651,0.169,-0.0625,0.0625,-0.0655
2567,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"These people, call them protesters, isnÕt it beautiful, itÕs so beautiful.",0.7845,0.107,0.452,0.441,0.85,1.0,-0.0655
16350,JFK,John F. Kennedy,14-Jan-63,State of the Union Address,219,"We must continue to support farm income, but we should not pile more farm surpluses on top of the $7.5 billion we already own.",0.4678,0.0,0.845,0.155,0.5333333333333333,0.6666666666666666,-0.06553333333333333
4544,BKO,Barack Obama,20-Jan-15,2015 State of the Union Address,384,"So to every CEO in America, let me repeat:  If you want somebody whoÕs going to get the job done and done right, hire a veteran.",0.0772,0.0,0.949,0.051,0.14285714285714285,0.26785714285714285,-0.06565714285714284
3479,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,It's not cool to not know what you're talking about.,-0.2411,0.179,0.821,0.0,-0.175,0.65,-0.06610000000000002
15878,LBJ,Lyndon B. Johnson,18-Aug-67,Press Conference,256,Our activity in the South is determined a great deal by what the enemy there is willing to do.,0.4588,0.14,0.6,0.26,0.525,0.75,-0.06620000000000004
621,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,More infrastructure and innovation in America.,0.4336,0.0,0.636,0.364,0.5,0.5,-0.06640000000000001
14329,RMN,Richard M. Nixon,23-Sep-52,"""Checkers"" Speech",246,"I say that as far as that subject is concerned, the danger is great to America.",0.1779,0.166,0.634,0.2,0.24444444444444446,0.6944444444444443,-0.06654444444444446
10138,RRe,Ronald Reagan,27-Oct-83,Speech to the Nation on Lebanon and Grenada,304,The area is key to the economic and political life of the West.,0.0,0.0,1.0,0.0,0.06666666666666667,0.43333333333333335,-0.06666666666666667
9920,RRe,Ronald Reagan,27-Oct-83,Speech to the Nation on Lebanon and Grenada,304,The area is key to the economic and political life of the West.,0.0,0.0,1.0,0.0,0.06666666666666667,0.43333333333333335,-0.06666666666666667
2872,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"I donÕt think he knows what he is anymore, but he was never radical left, but heÕs controlled by the radical left, and now heÕs really controlled.",0.0,0.0,1.0,0.0,0.06666666666666667,0.06666666666666667,-0.06666666666666667
9690,RRe,Ronald Reagan,25-Jan-84,State of the Union Address,292,"Whether government borrows or increases taxes, it will be taking the same amount of money from the private sector, and, either way, that's too much.",0.0,0.0,1.0,0.0,0.06666666666666667,0.2333333333333333,-0.06666666666666667
12367,GFo,Gerald Ford,10-Apr-75,Address on U.S. Foreign Policy,255,"Because of the gravity of the situation, I ask the Congress to complete action on all of these measures not later than April 19.",0.0,0.0,1.0,0.0,0.06666666666666667,0.16666666666666666,-0.06666666666666667
12699,GFo,Gerald Ford,08-Oct-74,"""Whip Inflation Now"" Speech",215,"I have personally read scores of the thousands of letters received at the White House, and incidentally, I have made my economic experts read some of them, too.",0.0,0.0,1.0,0.0,0.06666666666666667,0.16666666666666666,-0.06666666666666667
8949,RRe,Ronald Reagan,21-Oct-84, Debate with Walter Mondale (Defense and Foreign Policy),307,"And third, is it even necessary for the President to be so intimately involved in strategic details?",0.0,0.0,1.0,0.0,0.06666666666666667,0.5333333333333333,-0.06666666666666667
579,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,Let me give you one example of why itÕs so important to pass it.,0.3327,0.0,0.846,0.154,0.4,1.0,-0.06730000000000003
10550,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,That's why the election of 1980 is so important.,0.3327,0.0,0.772,0.228,0.4,1.0,-0.06730000000000003
5632,GWB,George W. Bush,28-Jan-08,State of the Union Address,305,Some in Washington argue that letting tax relief expire is not a tax increase.,-0.0675,0.25,0.573,0.178,0.0,0.0,-0.0675
13326,RMN,Richard M. Nixon,25-Feb-74,The President's News Conference,201,"Now at this point, I am not going to join anybody else in kicking him when he is down.",-0.2235,0.1,0.9,0.0,-0.15555555555555559,0.2888888888888889,-0.06794444444444442
10566,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,In that other future I see despairÑdespair of millions who would struggle for equal opportunity and a better life and struggle alone.,0.0258,0.242,0.549,0.209,0.09375,0.3125,-0.06795
2962,DTr,Donald Trump,23-Apr-20,Task Force Briefing on the Coronavirus Pandemic,326,Forty percent of American counties have also seen a rapid decline in new cases.,0.0,0.0,1.0,0.0,0.06818181818181818,0.22727272727272727,-0.06818181818181818
6906,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,Tonight I say we will work with the International Labor Organization on a new initiative to raise labor standards around the world.,0.0,0.0,1.0,0.0,0.06818181818181818,0.22727272727272727,-0.06818181818181818
8116,RRe,Ronald Reagan,26-Sep-88,Address to the United Nations,192,I expect the reform program will continue and that further funds will be released in our new fiscal year.,0.0,0.0,1.0,0.0,0.06818181818181818,0.4772727272727273,-0.06818181818181818
7363,BCl,Bill Clinton,20-Jan-97,Second Inaugural,110,"Now, for the third time, a new century is upon us and another time to choose.",0.0,0.0,1.0,0.0,0.06818181818181818,0.22727272727272727,-0.06818181818181818
3804,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,"ItÕs about filling the gaps in employer-based care so that when you lose a job, or you go back to school, or you strike out and launch that new business, youÕll still have coverage.",0.0,0.112,0.802,0.086,0.06818181818181818,0.22727272727272727,-0.06818181818181818
6522,BCl,Bill Clinton,27-Jan-00,State of the Union Address,318,Ten of millions of Americans live from paycheck to paycheck.,0.0,0.0,1.0,0.0,0.06818181818181818,0.25,-0.06818181818181818
16682,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,I urge a new Department of Urban Affairs and Housing.,0.0,0.0,1.0,0.0,0.06818181818181818,0.22727272727272727,-0.06818181818181818
13885,RMN,Richard M. Nixon,22-Jan-71,State of the Union Address,192,"We can open the door to a new partnership among governments at all levels, between those governments and the people themselves.",0.0,0.0,1.0,0.0,0.06818181818181818,0.4772727272727273,-0.06818181818181818
4577,BKO,Barack Obama,20-Jan-15,2015 State of the Union Address,384,But 95 percent of the worldÕs customers live outside our borders.,0.0,0.0,1.0,0.0,0.06818181818181818,0.275,-0.06818181818181818
6319,GWB,George W. Bush,11-Jan-07,Address on Military Operations in Iraq,159,This new approach comes after consultations with Congress about the different courses we could take in Iraq.,0.0,0.0,1.0,0.0,0.06818181818181818,0.5272727272727272,-0.06818181818181818
3649,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,And you may have a new understanding not only about what your opponents believe but maybe what you believe.,0.0,0.0,1.0,0.0,0.06818181818181818,0.7272727272727273,-0.06818181818181818
10629,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,Now listen to this: The new Republican leaders oppose our human rights policy.,0.0,0.0,1.0,0.0,0.06818181818181818,0.2772727272727273,-0.06818181818181818
582,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,"This is where Intel, the American company that helped build Silicon Valley, is going to build its $20 billion semiconductor Òmega site.Ó 

Up to eight state-of-the-art factories in one place, 10,000 new good-paying jobs.",0.0,0.0,1.0,0.0,0.06818181818181818,0.22727272727272727,-0.06818181818181818
16804,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,The Latin American Republics have in turn pledged a new and strenuous effort of self-help and self-reform.,0.0,0.0,1.0,0.0,0.06818181818181818,0.22727272727272727,-0.06818181818181818
8233,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"Every four years the American people choose a new President, and 1988 is one of those years.",0.0,0.0,1.0,0.0,0.06818181818181818,0.22727272727272727,-0.06818181818181818
5418,GWB,George W. Bush,12-Jan-09,Final Press Conference,401,But let's talk about what you could have done to change the situation for the city of New Orleans to be further along in reconstruction than where it is now.,0.0,0.0,1.0,0.0,0.06818181818181818,0.4772727272727273,-0.06818181818181818
4103,BKO,Barack Obama,22-Mar-16,Remarks to the People of Cuba,260,We stand in solidarity with them in condemning these outrageous attacks against innocent people.,-0.3182,0.288,0.488,0.224,-0.25,0.85,-0.06819999999999998
5476,GWB,George W. Bush,19-Mar-08,Remarks on the War on Terror,176,"Over the past 5 years, we have seen moments of triumph and moments of tragedy.",-0.3182,0.226,0.615,0.159,-0.25,0.25,-0.06819999999999998
12811,GFo,Gerald Ford,15-Jan-75,State of the Union Address,223,The size of these numbers and their implications for our everyday life and the health of our economic system are shocking.,-0.4019,0.119,0.881,0.0,-0.3333333333333333,0.6,-0.06856666666666666
15737,LBJ,Lyndon B. Johnson,17-Nov-67, Press Conference,332,It is a serious mistake.,-0.4019,0.649,0.351,0.0,-0.3333333333333333,0.6666666666666666,-0.06856666666666666
12556,GFo,Gerald Ford,08-Oct-74,"""Whip Inflation Now"" Speech",215,"America today partially depends on foreign sources for petroleum, but we can grow more than enough food for ourselves.",0.0,0.0,1.0,0.0,0.06875,0.35625,-0.06875
8974,RRe,Ronald Reagan,07-Oct-84,Debate with Walter Mondale (Domestic Issues),349,"Since there will also be a second debate between the two Presidential candidates, tonight will focus primarily on the economy and other domestic issues.",0.0,0.0,1.0,0.0,0.06875,0.24375,-0.06875
11172,JCa,Jimmy Carter,19-Jan-78, State of the Union Address,251,"[Laughter]

There were two moments on my recent journey which, for me, confirmed the final aims of our foreign policy and what it always must be.",0.0,0.0,1.0,0.0,0.06875,0.59375,-0.06875
8382,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,What conflicts do you mean?,-0.3818,0.394,0.606,0.0,-0.3125,0.6875,-0.06929999999999997
442,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,But most importantly as Americans.,0.3804,0.0,0.607,0.393,0.45,0.75,-0.0696
1538,JBi,Joe Biden,01-Jun-21,Remarks Commemorating the 100th Anniversary of the Tulsa Race Massacre,336,"And although I have no scientific basis of what IÕm about to say, but those of you who are over 50Ñhow often did you ever seeÑhow often did you ever see advertisements on television with Black and white couples?",-0.1531,0.041,0.959,0.0,-0.08333333333333333,0.21666666666666667,-0.06976666666666669
5503,GWB,George W. Bush,19-Mar-08,Remarks on the War on Terror,176,There will be tough fighting in Mosul and areas of northern Iraq in the weeks ahead.,-0.4588,0.222,0.778,0.0,-0.3888888888888889,0.8333333333333334,-0.06991111111111109
13253,RMN,Richard M. Nixon,25-Feb-74,The President's News Conference,201,That is why I have been so positive in saying that there will be no recession.,0.1571,0.231,0.555,0.214,0.22727272727272727,0.5454545454545454,-0.07017272727272728
8353,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"We are both hopeful that it can be finished before I leave office, which is in the coming January, but I assure you that if it isn'tÑI assure you that I will have impressed on my successor that we must carry on until it is signed.",0.9294,0.021,0.699,0.28,1.0,1.0,-0.0706
1635,DTr,Donald Trump,26-Sep-20,Announcing His Nominee for the US Supreme Court,153,It should be very easy.,0.4927,0.0,0.556,0.444,0.5633333333333334,1.0,-0.07063333333333333
2294,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,"We will not allow them to foment hate, discord, and distrust.",-0.871,0.608,0.392,0.0,-0.8,0.9,-0.07099999999999995
8746,RRe,Ronald Reagan,21-Oct-84, Debate with Walter Mondale (Defense and Foreign Policy),307,"Soviet Union

MR. KALB: Mr. President, you have often described the Soviet Union as a powerful, evil empire intent on world domination.",-0.4215,0.212,0.682,0.106,-0.35,1.0,-0.07150000000000001
16527,JFK,John F. Kennedy,11-Jun-62,Yale University Commencement,155,"But in the wider national interest, we need not partisan wrangling but common concentration on common problems.",-0.3716,0.173,0.73,0.097,-0.3,0.5,-0.0716
11493,JCa,Jimmy Carter,22-Oct-76,Debate with President Gerald Ford,308,"Mr. President, I assume that the Americans all know that these are difficult times and that there is no pie in the sky and that they don't expect something for nothing.",-0.5719,0.144,0.856,0.0,-0.5,1.0,-0.07189999999999996
17028,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,"I have read about the feeling of some businessmen that we are anti-business, and I would think that a moment's thought would show how really untrue that must be.",0.128,0.0,0.943,0.057,0.2,0.2,-0.07200000000000001
11881,GFo,Gerald Ford,12-Jan-77, State of the Union Address,215,"It is now continuing after the recent period of uncertainty, which is part of the price we pay for free elections.",0.128,0.151,0.717,0.131,0.2,0.525,-0.07200000000000001
8195,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,Its value isn't in the sand from which it is made but in the microscopic architecture designed into it by ingenious human minds.,0.1779,0.0,0.928,0.072,0.25,0.55,-0.0721
12411,GFo,Gerald Ford,10-Apr-75,Address on U.S. Foreign Policy,255,There are no peoples whose friendship and cooperation are more needed for the future.,0.1779,0.129,0.702,0.17,0.25,0.3125,-0.0721
15131,LBJ,Lyndon B. Johnson,19-Dec-67,A Conversation with President Lyndon Johnson,399,"We think that the people of South Vietnam have demonstrated that they want to be governed on the basis of one man-one vote, and people who are prepared to live under that kind of an arrangement could live under that kind of arrangement.",0.296,0.0,0.928,0.072,0.36818181818181817,0.7,-0.07218181818181818
13004,RMN,Richard M. Nixon,29-Apr-74,Address to the Nation on Presidential Tape Recordings,178,I want there to be no question remaining about the fact that the President has nothing to hide in this matter.,-0.0726,0.099,0.723,0.177,0.0,0.0,-0.0726
4480,BKO,Barack Obama,20-Jan-15,2015 State of the Union Address,384,"Today, we are the only advanced country on Earth that doesnÕt guarantee paid sick leave or paid maternity leave to our workers.",-0.1779,0.213,0.637,0.15,-0.10476190476190476,0.8190476190476191,-0.07313809523809524
13709,RMN,Richard M. Nixon,22-Jan-71,State of the Union Address,192,I had the privilege of visiting Senator Russell in the hospital just a few days before he died.,-0.2732,0.179,0.697,0.124,-0.2,0.1,-0.07319999999999999
8257,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,Our ties to you are more than ones of good feeling; they're ties of kinship.,0.5267,0.0,0.747,0.253,0.6,0.55,-0.07330000000000003
7450,BCl,Bill Clinton,20-Jan-97,Second Inaugural,110,"Let us remember the timeless wisdom of Cardinal Bernardin, when facing the end of his own life.",0.5267,0.0,0.825,0.175,0.6,1.0,-0.07330000000000003
11409,JCa,Jimmy Carter,09-Mar-77,Remarks at President Carter's Press Conference,277,"I can't say that somewhere in the pipeline from the Justice Department, the State Department, the CIA, or even my own counsel, that requests have been made.",0.5267,0.0,0.88,0.12,0.6,1.0,-0.07330000000000003
16245,JFK,John F. Kennedy,10-Jun-63,American University Commencement,152,The quality and spirit of our own society must justify and support our efforts abroad.,0.5267,0.0,0.747,0.253,0.6,1.0,-0.07330000000000003
5657,GWB,George W. Bush,28-Jan-08,State of the Union Address,305,"These are difficult times for many American families, and by taking these steps, we can help more of them keep their homes.",0.0516,0.099,0.794,0.107,0.125,0.5,-0.07339999999999999
16106,LBJ,Lyndon B. Johnson,18-Aug-67,Press Conference,256,There are about $61 billion worth of nondefense expenditures in the budget.,0.2263,0.0,0.853,0.147,0.3,0.1,-0.07369999999999999
7796,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,The statistics themselves are compelling.,0.2263,0.0,0.678,0.322,0.3,0.6,-0.07369999999999999
6164,GWB,George W. Bush,23-Jan-07,State of the Union Address,285,"Julie says of her new project: ""I believe it is the most important thing I have ever done.",0.2716,0.0,0.884,0.116,0.34545454545454546,0.6515151515151515,-0.07385454545454545
15135,LBJ,Lyndon B. Johnson,19-Dec-67,A Conversation with President Lyndon Johnson,399,"But if we are to find the solution of uniting the people of South Vietnam, and solving the problems in South Vietnam, it must be done not by some Senator, or Congressman Ryan, or Senator Hartke, or Senator Fulbright, or some of our best intentioned people who want peace, This peace is going to be found by the leadership of South Vietnam, the people of South Vietnam, in South Vietnam.",0.926,0.033,0.76,0.207,1.0,0.3,-0.07399999999999995
6111,GWB,George W. Bush,23-Jan-07,State of the Union Address,285,"Ladies and gentlemen, nothing is more important at this moment in our history than for America to succeed in the Middle East, to succeed in Iraq, and to spare the American people from this danger.",0.1509,0.134,0.717,0.148,0.225,0.375,-0.0741
14064,RMN,Richard M. Nixon,03-Nov-69, Address to the Nation on the War in Vietnam,222,"ÑI can order an immediate, precipitate withdrawal of all Americans from Vietnam without regard to the effects of that action.",0.0258,0.0,0.945,0.055,0.1,0.1,-0.0742
10759,JCa,Jimmy Carter,24-Oct-78, Anti-Inflation Program Speech,192,"Inflation can threaten all the economic gains we've made, and it can stand in the way of what we want to achieve in the future.",0.0258,0.092,0.777,0.131,0.1,0.1625,-0.0742
16821,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,"While a workable formula for supervising its independence is still to be achieved, both the spread of war-which might have involved this country also--and a Communist occupation have thus far been prevented.",0.0258,0.0,0.963,0.037,0.1,1.0,-0.0742
711,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,We know how incredibly effective vaccines are.,0.5256,0.0,0.639,0.361,0.6,0.8,-0.07440000000000002
16771,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,"We may not always agree with every detailed action taken by every officer of the United Nations, or with every voting majority.",0.1754,0.085,0.803,0.112,0.25,0.425,-0.0746
10116,RRe,Ronald Reagan,27-Oct-83,Speech to the Nation on Lebanon and Grenada,304,There was nothing in its appearance to suggest it was any different than the trucks or cars that were normally seen on and around the airport.,0.0,0.0,1.0,0.0,0.075,0.625,-0.075
9898,RRe,Ronald Reagan,27-Oct-83,Speech to the Nation on Lebanon and Grenada,304,There was nothing in its appearance to suggest it was any different than the trucks or cars that were normally seen on and around the airport.,0.0,0.0,1.0,0.0,0.075,0.625,-0.075
5341,GWB,George W. Bush,12-Jan-09,Final Press Conference,401,"Q The first $350 billion is out the door, it's been spent.",0.0,0.0,1.0,0.0,0.075,0.21666666666666667,-0.075
7575,BCl,Bill Clinton,04-Feb-97, State of the Union Address,281,"The First Lady has spent years writing about this issue, studying it.",0.0,0.0,1.0,0.0,0.075,0.21666666666666667,-0.075
9734,RRe,Ronald Reagan,25-Jan-84,State of the Union Address,292,The Space Age is barely a quarter of a century old.,0.0,0.0,1.0,0.0,0.07500000000000001,0.15000000000000002,-0.07500000000000001
13246,RMN,Richard M. Nixon,25-Feb-74,The President's News Conference,201,"And for the balance of the year, the prospects are good.",0.6249,0.0,0.638,0.362,0.7,0.6000000000000001,-0.07509999999999994
16659,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,We are gratified--but we are not satisfied.,-0.3252,0.28,0.72,0.0,-0.25,1.0,-0.07519999999999999
2652,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,"Hey, itÕs 1:00 oÕclock in the morning and a very tough, IÕve used the word on occasion, hombre, a very tough hombre is breaking into the window of a young woman whose husband is away as a traveling salesman or whatever he may do.",-0.379,0.086,0.914,0.0,-0.3037037037037037,0.7999999999999999,-0.0752962962962963
2356,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,"The greatest Air Force, the greatest fighters, the greatest everything.",0.9246,0.061,0.303,0.636,1.0,1.0,-0.07540000000000002
5857,GWB,George W. Bush,28-Jan-08,State of the Union Address,305,"But above all, know this: America will confront those who threaten our troops; we will stand by our allies; and we will defend our vital interests in the Persian Gulf.",-0.0258,0.125,0.754,0.122,0.05,0.25,-0.0758
2649,DTr,Donald Trump,20-Jun-20,"Campaign Rally in Tulsa, Oklahoma",498,TheyÕre not kidding.,-0.0762,0.393,0.607,0.0,0.0,0.0,-0.0762
3709,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,Fixing a broken immigration system.,-0.4767,0.508,0.492,0.0,-0.4,0.4,-0.07669999999999999
7130,BCl,Bill Clinton,27-Jan-98,State of the Union Address,287,"If you know a child from a poor family, tell her not to give up; she can go on to college.",-0.4767,0.147,0.853,0.0,-0.4,0.6,-0.07669999999999999
10537,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,The poor and the jobless and the afflicted-they've become part of me.,-0.4767,0.22,0.78,0.0,-0.4,0.6,-0.07669999999999999
9500,RRe,Ronald Reagan,23-Aug-84,Republican National Convention,293,And deficits even worse?,-0.4767,0.508,0.492,0.0,-0.4,0.6,-0.07669999999999999
8001,RRe,Ronald Reagan,26-Sep-88,Address to the United Nations,192,The logjam is broken.,-0.4767,0.508,0.492,0.0,-0.4,0.4,-0.07669999999999999
1906,DTr,Donald Trump,07-Sep-20,Labor Day Press Conference,508,Even worse than itÕs been.,-0.4767,0.437,0.563,0.0,-0.4,0.6,-0.07669999999999999
5939,GWB,George W. Bush,23-Jan-07,State of the Union Address,285,"Even worse, over 90 percent of the earmarks never make it to the floor of the House and Senate.",-0.4767,0.147,0.853,0.0,-0.4,0.6,-0.07669999999999999
10714,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,"Now, I don't claim perfection for the Democratic Party.",-0.0767,0.256,0.513,0.231,0.0,0.0,-0.0767
6335,GWB,George W. Bush,11-Jan-07,Address on Military Operations in Iraq,159,"We also need to examine ways to mobilize talented American civilians to deploy overseas, where they can help build democratic institutions in communities and nations recovering from war and tyranny.",0.2732,0.106,0.732,0.163,0.35,0.45,-0.07679999999999998
12988,RMN,Richard M. Nixon,29-Apr-74,Address to the Nation on Presidential Tape Recordings,178,"I shall invite Chairman Rodino and the committee's ranking minority member, Congressman Hutchinson of Michigan, to come to the White House and listen to the actual, full tapes of these conversations, so that they can determine for themselves beyond question that the transcripts are accurate and that everything on the tapes relevant to my knowledge and my actions on Watergate is included.",0.1531,0.0,0.974,0.026,0.22999999999999998,0.4366666666666667,-0.07689999999999997
7011,BCl,Bill Clinton,25-Mar-98,Remarks to the People of Rwanda,96,"Secondly, we must, as an international community, have the ability to act when genocide threatens.",-0.0772,0.145,0.726,0.128,0.0,0.0,-0.0772
9104,RRe,Ronald Reagan,07-Oct-84,Debate with Walter Mondale (Domestic Issues),349,"It's the toughest job on Earth, and you must master the facts and insist that things that must be done are done.",-0.0772,0.058,0.942,0.0,0.0,0.0,-0.0772
5548,GWB,George W. Bush,19-Mar-08,Remarks on the War on Terror,176,"Iran would be emboldened as well, with a renewed determination to develop nuclear weapons and impose its brand of hegemony across the Middle East.",-0.0772,0.176,0.657,0.166,0.0,0.0,-0.0772
13832,RMN,Richard M. Nixon,22-Jan-71,State of the Union Address,192,"The further away government is from people, the stronger government becomes and the weaker people become.",-0.0772,0.149,0.718,0.133,0.0,0.5,-0.0772
11917,GFo,Gerald Ford,12-Jan-77, State of the Union Address,215,We have laid a solid foundation for completing the enormous task which confronts us.,-0.0772,0.131,0.759,0.11,0.0,0.5,-0.0772
12898,GFo,Gerald Ford,15-Jan-75,State of the Union Address,223,"Families grossing $20,000 would receive a reduction of $210.",-0.0772,0.157,0.843,0.0,0.0,0.0,-0.0772
3265,DTr,Donald Trump,23-Apr-20,Task Force Briefing on the Coronavirus Pandemic,326,"THE PRESIDENT: And they havenÕt touched their face and all of the things that weÕve all been Ñ

ACTING UNDER SECRETARY BRYAN: If itÕs exposed to the sun,",-0.0772,0.048,0.952,0.0,0.0,0.0,-0.0772
11184,JCa,Jimmy Carter,19-Jan-78, State of the Union Address,251,We come together tonight at a solemn time.,-0.0772,0.178,0.822,0.0,0.0,0.0,-0.0772
5811,GWB,George W. Bush,28-Jan-08,State of the Union Address,305,"And tonight in this hallowed chamber, with the American people as our witness, we make you a solemn pledge: In the fight ahead, you will have all you need to protect our nation.",-0.0772,0.11,0.817,0.073,0.0,0.0,-0.0772
